"Date","Total Sales","Total Commission","New Sales","Renewals","Refunds",
"Dec 27, 2022","$921.97","$520.28","$631.88","$290.09","-$84.53",
"Dec 28, 2022","$941.88","$581.20","$616.53","$325.35","",
"Dec 29, 2022","$1,283.54","$767.48","$735.60","$547.94","",
"Dec 30, 2022","$807.12","$508.39","$335.53","$471.59","",
"Dec 31, 2022","$364.23","$201.79","$364.23","","",
"Jan 1, 2023","$325.91","$154.05","$164.62","$161.29","-$85.62",
"Jan 2, 2023","$442.33","$214.23","$442.33","","-$79.00",
"Jan 3, 2023","$565.23","$174.70","$410.43","$154.80","-$267.83",
"Jan 4, 2023","$1,722.81","$999.91","$1,180.12","$542.69","-$174.51",
"Jan 5, 2023","$671.93","$266.95","$198.00","$473.93","-$228.00",
"Jan 6, 2023","$1,149.93","$570.22","$559.86","$590.07","-$256.87",
"Jan 7, 2023","$821.02","$528.42","$99.00","$722.02","",
"Jan 8, 2023","$653.52","$414.01","$233.33","$420.19","",
"Jan 9, 2023","$1,498.82","$854.35","$1,300.82","$198.00","-$148.71",
"Jan 10, 2023","$1,150.01","$592.43","$761.86","$388.15","-$184.52",
"Jan 11, 2023","$921.16","$392.86","$464.06","$457.10","-$305.19",
"Jan 12, 2023","$1,999.12","$916.55","$1,161.12","$838.00","-$510.04",
"Jan 13, 2023","$1,642.46","$1,021.43","$593.06","$1,049.40","",
"Jan 14, 2023","$1,089.52","$621.23","$388.87","$700.65","-$99.00",
"Jan 15, 2023","$622.27","$361.36","$208.38","$413.89","",
"Jan 16, 2023","$2,058.44","$1,199.68","$1,578.20","$480.24","-$140.59",
"Jan 17, 2023","$1,273.21","$488.99","$853.80","$419.41","-$440.85",
"Jan 18, 2023","$1,013.87","$397.77","$472.78","$541.09","-$337.76",
"Jan 19, 2023","$2,593.82","$1,495.66","$752.66","$1,841.16","-$170.05",
"Jan 20, 2023","$1,615.40","$731.25","$621.87","$993.53","-$452.37",
"Jan 21, 2023","$822.58","$358.10","$103.95","$718.63","-$282.23",
"Jan 22, 2023","$564.05","$310.34","$287.66","$276.39","-$79.00",
"Jan 23, 2023","$1,812.98","$1,104.72","$1,080.88","$732.10","",
"Jan 24, 2023","$834.77","$367.57","$503.52","$331.25","-$263.52",
"Jan 25, 2023","$1,428.91","$881.18","$798.76","$630.15","",
"Jan 26, 2023","$1,374.01","$820.68","$615.14","$758.87","-$82.98",
"Jan 27, 2023","$971.23","$443.11","$465.30","$505.93","-$248.00",
"Jan 28, 2023","$674.95","$215.71","$98.07","$576.88","-$354.88",
"Jan 29, 2023","$551.38","$287.58","","$551.38","-$90.83",
"Jan 30, 2023","$1,001.25","$640.08","$816.32","$184.93","",
"Jan 31, 2023","$708.58","$274.96","$389.30","$319.28","-$289.77",
"Feb 1, 2023","$1,186.63","$755.89","$777.75","$408.88","",
"Feb 2, 2023","$1,933.31","$1,058.13","$1,395.64","$537.67","-$306.17",
"Feb 3, 2023","$1,367.40","$811.67","$607.20","$760.20","-$116.82",
"Feb 4, 2023","$821.47","$528.41","$149.00","$672.47","",
"Feb 5, 2023","$1,016.07","$501.26","$177.39","$838.68","-$169.85",
"Feb 6, 2023","$1,050.69","$661.02","$742.27","$308.42","",
"Feb 7, 2023","$1,781.73","$1,053.94","$1,280.03","$501.70","-$94.80",
"Feb 8, 2023","$1,541.62","$972.66","$994.98","$546.64","",
"Feb 9, 2023","$2,461.61","$1,353.25","$1,260.86","$1,200.75","-$260.29",
"Feb 10, 2023","$2,216.30","$1,211.36","$765.20","$1,451.10","-$243.28",
"Feb 11, 2023","$1,259.46","$599.40","$79.00","$1,180.46","-$323.13",
"Feb 12, 2023","$1,120.21","$703.02","$99.00","$1,021.21","",
"Feb 13, 2023","$1,509.16","$793.93","$431.94","$1,077.22","-$285.70",
"Feb 14, 2023","$1,815.77","$942.15","$595.05","$1,220.72","-$298.83",
"Feb 15, 2023","$2,349.56","$1,414.04","$845.27","$1,504.29","-$79.00",
"Feb 16, 2023","$826.49","$359.07","$412.66","$413.83","-$247.47",
"Feb 17, 2023","$1,356.09","$810.96","$806.66","$549.43","-$99.00",
"Feb 18, 2023","$1,375.17","$811.98","$261.11","$1,114.06","-$79.00",
"Feb 19, 2023","$272.01","$166.76","$85.47","$186.54","",
"Feb 20, 2023","$1,194.15","$555.93","$537.85","$656.30","-$313.13",
"Feb 21, 2023","$1,291.02","$579.78","$744.11","$546.91","-$276.80",
"Feb 22, 2023","$1,736.76","$1,070.38","$471.34","$1,265.42","-$104.94",
"Feb 23, 2023","$1,408.42","$813.68","$684.06","$724.36","-$106.18",
"Feb 24, 2023","$1,282.95","$610.46","$643.95","$639.00","-$343.37",
"Feb 25, 2023","$764.54","$467.93","$106.92","$657.62","",
"Feb 26, 2023","$494.96","$321.07","$99.00","$395.96","",
"Feb 27, 2023","$1,568.01","$876.45","$1,179.52","$388.49","-$149.00",
"Feb 28, 2023","$1,351.57","$735.67","$963.70","$387.87","-$209.58",
"Mar 1, 2023","$2,363.86","$1,414.57","$1,326.62","$1,037.24","-$162.22",
"Mar 2, 2023","$1,756.34","$990.69","$702.61","$1,053.73","-$219.78",
"Mar 3, 2023","$1,055.61","$519.76","$455.43","$600.18","-$213.51",
"Mar 4, 2023","$1,256.21","$583.99","$84.53","$1,171.68","-$296.52",
"Mar 5, 2023","$347.35","$208.88","$252.55","$94.80","",
"Mar 6, 2023","$1,137.08","$676.41","$385.83","$751.25","-$83.74",
"Mar 7, 2023","$866.15","$490.90","$651.18","$214.97","-$84.53",
"Mar 8, 2023","$1,589.61","$921.87","$447.37","$1,142.24","-$149.00",
"Mar 9, 2023","$1,386.46","$816.70","$543.70","$842.76","-$108.90",
"Mar 10, 2023","$1,520.68","$961.66","$432.88","$1,087.80","",
"Mar 11, 2023","$866.07","$554.68","$99.00","$767.07","",
"Mar 12, 2023","$592.23","$374.12","$435.17","$157.06","",
"Mar 13, 2023","$1,306.16","$830.34","$579.97","$726.19","",
"Mar 14, 2023","$1,603.55","$799.58","$1,009.70","$593.85","-$355.87",
"Mar 15, 2023","$1,650.88","$1,025.93","$654.04","$996.84","",
"Mar 16, 2023","$1,175.36","$717.02","$784.85","$390.51","-$94.80",
"Mar 17, 2023","$1,291.02","$808.83","$418.44","$872.58","",
"Mar 18, 2023","$853.38","$540.98","","$853.38","",
"Mar 19, 2023","$804.17","$426.94","$288.62","$515.55","-$104.94",
"Mar 20, 2023","$1,218.12","$657.61","$780.80","$437.32","-$149.00",
"Mar 21, 2023","$1,009.31","$643.80","$700.43","$308.88","",
"Mar 22, 2023","$1,994.79","$1,038.87","$1,039.61","$955.18","-$278.50",
"Mar 23, 2023","$1,890.62","$1,096.27","$836.41","$1,054.21","-$113.83",
"Mar 24, 2023","$2,462.96","$1,476.09","$1,471.34","$991.62","-$114.64",
"Mar 25, 2023","$848.80","$338.06","$335.17","$513.63","-$333.32",
"Mar 26, 2023","$421.49","$153.72","$259.14","$162.35","-$166.79",
"Mar 27, 2023","$1,738.32","$752.57","$822.25","$916.07","-$504.28",
"Mar 28, 2023","$1,128.89","$695.87","$270.98","$857.91","",
"Mar 29, 2023","$1,423.19","$641.12","$478.12","$945.07","-$432.77",
"Mar 30, 2023","$1,892.01","$1,165.61","$1,020.36","$871.65","",
"Mar 31, 2023","$2,063.36","$1,264.53","$480.67","$1,582.69","",
"Apr 1, 2023","$1,342.77","$802.41","$226.79","$1,115.98","",
"Apr 2, 2023","$863.26","$556.34","$193.43","$669.83","",
"Apr 3, 2023","$1,284.89","$645.32","$893.48","$391.41","-$202.59",
"Apr 4, 2023","$618.22","$391.22","$618.22","","",
"Apr 5, 2023","$1,726.99","$829.25","$987.62","$739.37","-$346.84",
"Apr 6, 2023","$1,115.03","$704.09","$525.73","$589.30","",
"Apr 7, 2023","$1,654.60","$978.15","$532.38","$1,122.22","-$79.00",
"Apr 8, 2023","$782.73","$494.30","$189.85","$592.88","",
"Apr 9, 2023","$802.22","$514.15","$300.18","$502.04","",
"Apr 10, 2023","$1,465.88","$748.84","$871.07","$594.81","-$290.67",
"Apr 11, 2023","$2,144.30","$1,208.40","$1,349.18","$795.12","-$174.59",
"Apr 12, 2023","$1,511.90","$898.36","$365.02","$1,146.88","-$99.00",
"Apr 13, 2023","$2,502.75","$1,369.64","$807.48","$1,695.27","-$292.01",
"Apr 14, 2023","$1,502.93","$788.46","$715.60","$787.33","-$275.88",
"Apr 15, 2023","$570.42","$374.63","","$570.42","",
"Apr 16, 2023","$877.05","$474.96","$140.09","$736.96","-$98.39",
"Apr 17, 2023","$1,222.02","$575.16","$525.93","$696.09","-$350.66",
"Apr 18, 2023","$1,016.38","$469.52","$771.79","$244.59","-$297.79",
"Apr 19, 2023","$1,163.11","$624.20","$380.89","$782.22","-$194.40",
"Apr 20, 2023","$1,559.88","$766.87","$741.97","$817.91","-$254.55",
"Apr 21, 2023","$1,987.79","$1,211.74","$793.96","$1,193.83","",
"Apr 22, 2023","$1,073.52","$549.08","","$1,073.52","-$178.00",
"Apr 23, 2023","$687.82","$332.64","$128.00","$559.82","-$149.00",
"Apr 24, 2023","$1,033.36","$590.03","$600.32","$433.04","-$86.01",
"Apr 25, 2023","$1,049.62","$422.60","$647.68","$401.94","-$408.29",
"Apr 26, 2023","$1,087.71","$678.64","$473.15","$614.56","",
"Apr 27, 2023","$2,083.30","$992.19","$945.86","$1,137.44","-$519.32",
"Apr 28, 2023","$1,592.17","$981.01","","$1,592.17","",
"Apr 29, 2023","$1,051.11","$647.01","$217.80","$833.31","",
"Apr 30, 2023","$597.74","$310.41","$296.02","$301.72","-$79.00",
"May 1, 2023","$517.97","$334.54","$362.05","$155.92","",
"May 2, 2023","$1,229.30","$755.66","$538.17","$691.13","",
"May 3, 2023","$2,068.66","$1,286.21","$906.17","$1,162.49","",
"May 4, 2023","$1,475.44","$734.12","$413.01","$1,062.43","-$299.47",
"May 5, 2023","$871.89","$568.54","$481.79","$390.10","",
"May 6, 2023","$1,229.22","$802.49","$79.00","$1,150.22","",
"May 7, 2023","$1,445.46","$936.79","$338.47","$1,106.99","",
"May 8, 2023","$568.85","$240.17","$489.85","$79.00","-$178.00",
"May 9, 2023","$886.48","$500.03","$344.71","$541.77","-$98.00",
"May 10, 2023","$1,598.51","$1,010.05","$400.02","$1,198.49","",
"May 11, 2023","$2,514.75","$1,603.00","$988.58","$1,526.17","",
"May 12, 2023","$1,569.86","$894.66","$608.09","$961.77","-$149.00",
"May 13, 2023","$1,475.50","$940.99","$185.90","$1,289.60","",
"May 14, 2023","$1,166.05","$720.66","$232.65","$933.40","",
"May 15, 2023","$1,324.60","$715.27","$623.10","$701.50","-$158.00",
"May 16, 2023","$1,726.53","$964.56","$798.14","$928.39","-$181.59",
"May 17, 2023","$1,227.01","$648.96","$488.72","$738.29","-$168.27",
"May 18, 2023","$1,127.29","$561.72","$639.42","$487.87","-$239.85",
"May 19, 2023","$1,023.67","$416.25","$272.16","$751.51","-$313.30",
"May 20, 2023","$1,264.23","$813.67","$451.83","$812.40","",
"May 21, 2023","$875.55","$455.85","$207.07","$668.48","-$103.31",
"May 22, 2023","$884.82","$502.53","$409.87","$474.95","-$93.22",
"May 23, 2023","$1,612.64","$847.74","$784.88","$827.76","-$281.74",
"May 24, 2023","$906.93","$511.77","$417.12","$489.81","-$94.80",
"May 25, 2023","$1,186.70","$666.56","$582.03","$604.67","-$112.59",
"May 26, 2023","$1,174.51","$758.54","$552.79","$621.72","",
"May 27, 2023","$1,088.50","$554.10","$289.87","$798.63","-$178.00",
"May 28, 2023","$571.57","$354.30","$149.00","$422.57","",
"May 29, 2023","$702.33","$272.68","$437.85","$264.48","-$228.00",
"May 30, 2023","$1,164.28","$665.79","$629.60","$534.68","-$97.98",
"May 31, 2023","$1,557.35","$986.55","$609.16","$948.19","",
"Jun 1, 2023","$1,056.38","$533.68","$665.03","$391.35","-$189.85",
"Jun 2, 2023","$1,626.66","$957.72","$647.60","$979.06","-$84.53",
"Jun 3, 2023","$965.09","$591.05","$327.80","$637.29","",
"Jun 4, 2023","$284.01","$187.33","$86.01","$198.00","",
"Jun 5, 2023","$783.69","$354.36","$704.69","$79.00","-$215.01",
